id,score,sem,theta,session_id,user_id
34,2.84805669543663,0.298583863824771,2.84805669543663,162,7
35,2.36621473734177,0.282131364366758,2.36621473734177,163,17
36,2.81183850179163,0.299948827351946,2.81183850179163,166,19
37,2.87861001260374,0.297396323821398,2.87861001260374,167,20
38,2.03767310001224,0.230816574497811,2.03767310001224,168,21
39,1.44755669330248,0.187676678886719,1.44755669330248,169,23
40,2.86501277139811,0.297894661095804,2.86501277139811,170,24
41,1.02623469428511,0.22726091443114,1.02623469428511,171,25
42,2.81219185388523,0.299995556796423,2.81219185388523,172,9
43,1.62630677217348,0.268855228264582,1.62630677217348,176,27
44,2.19809018265794,0.288901093019638,2.19809018265794,178,10
45,2.24136552492484,0.260694121423675,2.24136552492484,179,28
46,2.03767310001224,0.230816574497811,2.03767310001224,180,29
47,2.03767310001224,0.230816574497811,2.03767310001224,181,30
48,2.87659850113732,0.297360728936178,2.87659850113732,182,31
49,1.65538753937654,0.192038428183767,1.65538753937654,183,32
50,1.03168899578775,0.294026220882821,1.03168899578775,184,33
51,2.66703382465336,0.272292942058726,2.66703382465336,185,34
52,-0.315114480728032,0.18050788100722,-0.315114480728032,186,35
53,2.52239443953084,0.27641693781502,2.52239443953084,187,36
54,1.73941073604629,0.228960456135967,1.73941073604629,188,37
55,2.81219185388523,0.299995556796423,2.81219185388523,190,16
56,2.64667593524958,0.272690240611989,2.64667593524958,189,38
57,2.52529369144142,0.27617210288099,2.52529369144142,191,39
58,1.02425286611151,0.254368106156643,1.02425286611151,174,22
59,2.81219185388523,0.299995556796423,2.81219185388523,193,40
60,1.46561699464827,0.193777546936471,1.46561699464827,194,41
61,1.28615602302882,0.169881705489048,1.28615602302882,195,42
62,1.93638987196463,0.234686303299977,1.93638987196463,197,44
63,0.0766154505986541,0.165301674716798,0.0766154505986541,198,45
64,0.947004664496017,0.29721654893483,0.947004664496017,201,15
65,0.947117674161075,0.295913484301799,0.947117674161075,205,49
66,3.0650931507645,0.33522088647052,3.0650931507645,208,51
67,2.67206046742337,0.272031823060153,2.67206046742337,209,52
68,1.45539901652365,0.193930269080972,1.45539901652365,210,53
69,2.88852911260629,0.297082776274006,2.88852911260629,211,12
70,1.99140985531308,0.297954408269362,1.99140985531308,164,8
71,2.53194278949917,0.276469350623985,2.53194278949917,212,56
72,1.43129454850414,0.233645492079726,1.43129454850414,213,57
73,1.32352445267675,0.255405864429633,1.32352445267675,214,58
74,1.63510605830497,0.20129384123562,1.63510605830497,215,59
75,0.233895274294444,0.292332758314673,0.233895274294444,216,55
76,1.16151988953551,0.208902866544949,1.16151988953551,218,60
77,2.88711555787363,0.297135771363035,2.88711555787363,219,24
78,-1.71983598847166,0.197478822879233,-1.71983598847166,220,62
79,3.28798102851973,0.392432003034405,3.28798102851973,221,63
80,0.869999577949417,0.187086610721876,0.869999577949417,222,64
81,1.5621787800134,0.413485972278927,1.5621787800134,224,65
82,0.108159910934083,0.166549809659804,0.108159910934083,206,49
83,2.84545792926739,0.298683729832025,2.84545792926739,225,14
84,2.81183850179163,0.299948827351946,2.81183850179163,228,67
85,2.84902458410915,0.2985472741925,2.84902458410915,229,16
